"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","PPP","TOT","NATUSD","A","2015",1.46368,
"NZL","PPP","TOT","NATUSD","A","2016",1.468078,
"NZL","PPP","TOT","NATUSD","A","2017",1.477015,
"NOR","PPP","TOT","NATUSD","A","2013",9.029349,
"NOR","PPP","TOT","NATUSD","A","2014",9.278458,
"NOR","PPP","TOT","NATUSD","A","2015",9.73337,
"NOR","PPP","TOT","NATUSD","A","2016",10.125703,
"NOR","PPP","TOT","NATUSD","A","2017",10.242149,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.781154,
"POL","PPP","TOT","NATUSD","A","2016",1.78759,
"POL","PPP","TOT","NATUSD","A","2017",1.782042,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.587806,
"PRT","PPP","TOT","NATUSD","A","2016",0.58596,
"PRT","PPP","TOT","NATUSD","A","2017",0.582515,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.492728,
"SVK","PPP","TOT","NATUSD","A","2016",0.490581,
"SVK","PPP","TOT","NATUSD","A","2017",0.486526,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.667852,
"ESP","PPP","TOT","NATUSD","A","2016",0.662783,
"ESP","PPP","TOT","NATUSD","A","2017",0.655964,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.949286,
"SWE","PPP","TOT","NATUSD","A","2016",9.07675,
"SWE","PPP","TOT","NATUSD","A","2017",9.124655,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.240107,
"CHE","PPP","TOT","NATUSD","A","2016",1.231958,
"CHE","PPP","TOT","NATUSD","A","2017",1.21468,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.202608,
"TUR","PPP","TOT","NATUSD","A","2016",1.299412,
"TUR","PPP","TOT","NATUSD","A","2017",1.37744,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.697453,
"GBR","PPP","TOT","NATUSD","A","2016",0.701669,
"GBR","PPP","TOT","NATUSD","A","2017",0.703402,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"BRA","PPP","TOT","NATUSD","A","2013",1.649573,
"BRA","PPP","TOT","NATUSD","A","2014",1.74772,
"BRA","PPP","TOT","NATUSD","A","2015",1.865751,
"BRA","PPP","TOT","NATUSD","A","2016",1.994979,
"BRA","PPP","TOT","NATUSD","A","2017",2.056975,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",394.344607,
"CHL","PPP","TOT","NATUSD","A","2016",402.571265,
"CHL","PPP","TOT","NATUSD","A","2017",413.423606,
"CHN","PPP","TOT","NATUSD","A","2013",3.545648,
"CHN","PPP","TOT","NATUSD","A","2014",3.512139,
"CHN","PPP","TOT","NATUSD","A","2015",3.477997,
"CHN","PPP","TOT","NATUSD","A","2016",3.474446,
"CHN","PPP","TOT","NATUSD","A","2017",3.553589,
"COL","PPP","TOT","NATUSD","A","2013",1179.362636,
"COL","PPP","TOT","NATUSD","A","2014",1182.599691,
"COL","PPP","TOT","NATUSD","A","2015",1198.717168,
"COL","PPP","TOT","NATUSD","A","2016",1252.400308,
"COL","PPP","TOT","NATUSD","A","2017",1288.663633,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.539188,
"EST","PPP","TOT","NATUSD","A","2016",0.539102,
"EST","PPP","TOT","NATUSD","A","2017",0.552691,
"IND","PPP","TOT","NATUSD","A","2013",16.733715,
"IND","PPP","TOT","NATUSD","A","2014",16.941024,
"IND","PPP","TOT","NATUSD","A","2015",17.060003,
"IND","PPP","TOT","NATUSD","A","2016",17.446724,
"IND","PPP","TOT","NATUSD","A","2017",17.818028,
"IDN","PPP","TOT","NATUSD","A","2013",3795.437571,
"IDN","PPP","TOT","NATUSD","A","2014",3931.639686,
"IDN","PPP","TOT","NATUSD","A","2015",4046.503581,
"IDN","PPP","TOT","NATUSD","A","2016",4091.834272,
"IDN","PPP","TOT","NATUSD","A","2017",4186.361237,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.865399,
"ISR","PPP","TOT","NATUSD","A","2016",3.832591,
"ISR","PPP","TOT","NATUSD","A","2017",3.773624,
"RUS","PPP","TOT","NATUSD","A","2013",19.421265,
"RUS","PPP","TOT","NATUSD","A","2014",21.01471,
"RUS","PPP","TOT","NATUSD","A","2015",23.02403,
"RUS","PPP","TOT","NATUSD","A","2016",23.665228,
"RUS","PPP","TOT","NATUSD","A","2017",24.547936,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.598076,
"SVN","PPP","TOT","NATUSD","A","2016",0.598127,
"SVN","PPP","TOT","NATUSD","A","2017",0.601701,
"ZAF","PPP","TOT","NATUSD","A","2013",5.155263,
"ZAF","PPP","TOT","NATUSD","A","2014",5.356825,
"ZAF","PPP","TOT","NATUSD","A","2015",5.564478,
"ZAF","PPP","TOT","NATUSD","A","2016",5.865398,
"ZAF","PPP","TOT","NATUSD","A","2017",6.060029,
"EU28","PPP","TOT","NATUSD","A","2013",0.734483,
"EU28","PPP","TOT","NATUSD","A","2014",0.737009,
"EU28","PPP","TOT","NATUSD","A","2015",0.755114,
"EU28","PPP","TOT","NATUSD","A","2016",0.73597,
"EU28","PPP","TOT","NATUSD","A","2017",0.730662,
"LVA","PPP","TOT","NATUSD","A","2013",0.499272,
"LVA","PPP","TOT","NATUSD","A","2014",0.497562,
"LVA","PPP","TOT","NATUSD","A","2015",0.501768,
"LVA","PPP","TOT","NATUSD","A","2016",0.497147,
"LVA","PPP","TOT","NATUSD","A","2017",0.501256,
"LTU","PPP","TOT","NATUSD","A","2013",0.443348,
"LTU","PPP","TOT","NATUSD","A","2014",0.442623,
"LTU","PPP","TOT","NATUSD","A","2015",0.447614,
"LTU","PPP","TOT","NATUSD","A","2016",0.451458,
"LTU","PPP","TOT","NATUSD","A","2017",0.462691,
"SAU","PPP","TOT","NATUSD","A","2013",1.823938,
"SAU","PPP","TOT","NATUSD","A","2014",1.751183,
"SAU","PPP","TOT","NATUSD","A","2015",1.439594,
"SAU","PPP","TOT","NATUSD","A","2016",1.379869,
"EA19","PPP","TOT","NATUSD","A","2013",0.75546,
"EA19","PPP","TOT","NATUSD","A","2014",0.751868,
"EA19","PPP","TOT","NATUSD","A","2015",0.758179,
"EA19","PPP","TOT","NATUSD","A","2016",0.752757,
"EA19","PPP","TOT","NATUSD","A","2017",0.747329,
"ARG","PPP","TOT","NATUSD","A","2013",3.903966,
"ARG","PPP","TOT","NATUSD","A","2014",5.380273,
"ARG","PPP","TOT","NATUSD","A","2015",6.629552,
"ARG","PPP","TOT","NATUSD","A","2016",9.216629,
"CRI","PPP","TOT","NATUSD","A","2013",363.682463,
"CRI","PPP","TOT","NATUSD","A","2014",378.067635,
"CRI","PPP","TOT","NATUSD","A","2015",383.980242,
"CRI","PPP","TOT","NATUSD","A","2016",387.703861,
"BGR","PPP","TOT","NATUSD","A","2013",0.680008,
"BGR","PPP","TOT","NATUSD","A","2014",0.661232,
"BGR","PPP","TOT","NATUSD","A","2015",0.681159,
"BGR","PPP","TOT","NATUSD","A","2016",0.686288,
"HRV","PPP","TOT","NATUSD","A","2013",3.575118,
"HRV","PPP","TOT","NATUSD","A","2014",3.54349,
"HRV","PPP","TOT","NATUSD","A","2015",3.548709,
"HRV","PPP","TOT","NATUSD","A","2016",3.530264,
"CYP","PPP","TOT","NATUSD","A","2013",0.687317,
"CYP","PPP","TOT","NATUSD","A","2014",0.679713,
"CYP","PPP","TOT","NATUSD","A","2015",0.663958,
"CYP","PPP","TOT","NATUSD","A","2016",0.650653,
"MLT","PPP","TOT","NATUSD","A","2013",0.577478,
"MLT","PPP","TOT","NATUSD","A","2014",0.586361,
"MLT","PPP","TOT","NATUSD","A","2015",0.598628,
"MLT","PPP","TOT","NATUSD","A","2016",0.599325,
"PER","PPP","TOT","NATUSD","A","2013",1.503695,
"PER","PPP","TOT","NATUSD","A","2014",1.515236,
"PER","PPP","TOT","NATUSD","A","2015",1.532658,
"PER","PPP","TOT","NATUSD","A","2016",1.567865,
"ROU","PPP","TOT","NATUSD","A","2013",1.606226,
"ROU","PPP","TOT","NATUSD","A","2014",1.628371,
"ROU","PPP","TOT","NATUSD","A","2015",1.667661,
"ROU","PPP","TOT","NATUSD","A","2016",1.678652,
