"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","PPP","TOT","NATUSD","A","2015",8.949286,
"SWE","PPP","TOT","NATUSD","A","2016",9.07675,
"SWE","PPP","TOT","NATUSD","A","2017",9.124655,
"CHE","PPP","TOT","NATUSD","A","2000",1.788924,
"CHE","PPP","TOT","NATUSD","A","2001",1.766933,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.717268,
"CHE","PPP","TOT","NATUSD","A","2004",1.692743,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.6003,
"CHE","PPP","TOT","NATUSD","A","2007",1.533879,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.470024,
"CHE","PPP","TOT","NATUSD","A","2010",1.464752,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.240107,
"CHE","PPP","TOT","NATUSD","A","2016",1.231958,
"CHE","PPP","TOT","NATUSD","A","2017",1.21468,
"TUR","PPP","TOT","NATUSD","A","2000",0.281636,
"TUR","PPP","TOT","NATUSD","A","2001",0.414553,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.737414,
"TUR","PPP","TOT","NATUSD","A","2004",0.792611,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.84257,
"TUR","PPP","TOT","NATUSD","A","2007",0.85228,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.904605,
"TUR","PPP","TOT","NATUSD","A","2010",0.919487,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
